lat,lon
34.98186842166934,-106.65141317026008
34.98133635481541,-106.69957468162289
34.98609661011236,-106.71111461221454
34.989407408186196,-106.65461871741485
34.99339764463042,-106.73319653828248
34.99669920914165,-106.6218408005031
35.002520739960275,-106.64474402374995
35.00517208374799,-106.68964901639093
35.00723085108347,-106.71697783249148
35.01134442495987,-106.68723997029201
35.011301485714284,-106.71639397450075
35.01835664494382,-106.71542578475291
35.02164079225522,-106.71296439835126
35.0235289630016,-106.64186533129583
35.024743705699294,-106.64711963182899
35.02410787066613,-106.72385994718452
35.024139226565005,-106.73136841990109
35.025871183747995,-106.65851285079953
35.026333868980736,-106.68049692686918
35.026347429189194,-106.68991796308684
35.02625093189768,-106.70237620045506
35.0270327111334,-106.65824635765557
35.026640607416134,-106.67619918569484
35.02665516885273,-106.71423219198206
35.03536840846709,-106.73864140359643
35.03604650501605,-106.71251303204446
35.035988259991974,-106.72648654325194
35.036725941813806,-106.74491345839157
35.037159414967896,-106.72015070929812
35.03667040654093,-106.75543447868921
35.03825460698234,-106.67369827187471
35.03755906083467,-106.72388450287197
35.040327727367576,-106.7521030194368
35.041781870582916,-106.75127379815291
35.044225859951844,-106.72488215521064
35.04611641288122,-106.64709726018268
35.04502601520867,-106.72577349130938
35.04568216698194,-106.75179036223398
35.049051476845904,-106.6567956410289
35.048696765609954,-106.68890331527078
35.05042628138042,-106.69764821120141
35.0508553363336,-106.70524924046984
35.05096880044141,-106.70735803619624
35.053049334991975,-106.67774773760678
35.054332996628155,-106.6453020089751
35.05532002957464,-106.63767366063315
35.055182844221505,-106.70294062151486
35.05506286344408,-106.7458746630476
35.055198924317814,-106.74086405087849
35.05603533251914,-106.70128369406741
35.055931275842696,-106.73687676042647
35.05802645946268,-106.61330699139265
35.05806436757624,-106.62204995832684
35.057068692736756,-106.72971828172861
35.057243457784914,-106.73339319775452
35.05881432367941,-106.63654960329171
35.05771046063403,-106.72249601857943
35.05985221757624,-106.58750215563867
35.05919344682985,-106.63829187753282
35.06026442300308,-106.64529828086468
35.06072406388574,-106.6076865707542
35.060512919137096,-106.64284941901768
35.06149525894863,-106.57317374880174
35.05967167620385,-106.70800897107776
35.05981195882825,-106.73371375564558
35.061487278852326,-106.64540293341659
35.061899609951844,-106.6384505234902
35.063710179895665,-106.51106816765174
35.06177603173395,-106.67497263979917
35.06410765196629,-106.50844486402379
35.06337577716693,-106.57753720342384
35.06337458607544,-106.5808801174101
35.06251502467897,-106.64290065615344
35.061696705457464,-106.73451514243426
35.06507902897271,-106.56863530775556
35.0638172003134,-106.66448760345965
35.063260984911715,-106.71284181044891
35.063391056148106,-106.74181440514718
35.06459636352327,-106.68162874357469
35.06708178430979,-106.54138009520571
35.067452903210274,-106.55042918739016
35.06798779899679,-106.51509144735454
35.066033095218984,-106.67458077688488
35.068511319823436,-106.50337325906986
35.0657328276886,-106.71036570333712
35.06635538896469,-106.69475835208277
35.06870597660514,-106.56749538697464
35.06802725489567,-106.63275253404959
35.06985131671465,-106.51509688106219
35.06808112513989,-106.66611153127215
35.06757677889245,-106.701082741888
35.068714732947775,-106.66409181139824
35.069363527006416,-106.64055866577476
35.06929366865971,-106.6455992042592
35.06983072791934,-106.63941811253159
35.07049591119583,-106.5686238688996
35.06950454689993,-106.64985858234175
35.06961514494695,-106.65176714042146
35.06968604879615,-106.65311421951361
35.06973378238363,-106.65618400900816
35.07163037997592,-106.53236535663757
35.07246292866161,-106.53992180473388
35.072588922592296,-106.54137029198422
35.0723472473114,-106.57183594800694
35.072426254252555,-106.57745593305906
35.0729533117175,-106.54439101773761
35.07354746520867,-106.55037522733089
35.07266979907705,-106.62998695139412
35.07157976560889,-106.72321450466151
35.07324852760834,-106.60451440574913
35.07392369790262,-106.55442320195883
35.07423705364165,-106.56847245757969
35.073296671309244,-106.61577580946538
35.07418979939932,-106.55583623423182
35.07390905537721,-106.58616763140543
35.07438305121377,-106.55771252158006
35.07429540744105,-106.55874013643509
35.0746533544532,-106.56006918616879
35.07226941011123,-106.74276015292209
35.07498797862497,-106.56306084130759
35.07495100509631,-106.57286957371846
35.07482799365971,-106.58174530452803
35.072858947150884,-106.7303332485299
35.075237823394865,-106.56520246033715
35.07554950654218,-106.56846538622874
35.07640870337185,-106.51499611683131
35.07505256222168,-106.61296217273892
35.07509596288122,-106.61452188975257
35.07338595204655,-106.73790550569778
35.07579368282504,-106.57069275595711
35.07513458451043,-106.61824914078858
35.076265535200186,-106.57736925534323
35.0751062133617,-106.65115868671418
35.07668754823435,-106.54528072349453
35.07523669225522,-106.65973627362008
35.07420400365169,-106.73424858165095
35.074171248274475,-106.74312594809496
35.076697672873195,-106.59991872278947
35.077451671581464,-106.58614830244652
35.076693146869985,-106.64584290320853
35.07699938017657,-106.63351795275806
35.075887512881216,-106.72677118598912
35.077286273224416,-106.62954511352845
35.07752995834671,-106.63106146796716
35.076752970505616,-106.72295071437415
35.07879026749599,-106.59875099622273
35.0797613461878,-106.53519801618381
35.07942268507223,-106.559633670141
35.07883453703519,-106.6332172853354
35.07943334566613,-106.60446208132431
35.07970316111557,-106.64036242668797
35.080001951131216,-106.62702482570461
35.08029371135634,-106.6107799285917
35.0799015965845,-106.64964986720574
35.080051222289,-106.65105820271495
35.080667212439806,-106.61314319280362
35.08060679361958,-106.6207596068093
35.08203691765756,-106.53230601007249
35.07963226083467,-106.71061759104401
35.08144771432584,-106.58613984149751
35.0813178958227,-106.62651025626224
35.0812242140329,-106.64964913139258
35.081309754654896,-106.62866386601682
35.08302074819422,-106.51498026125967
35.08318566151022,-106.53222293586983
35.08120964229534,-106.65217220520978
35.08122095802568,-106.70346729051846
35.08215622752554,-106.63585201463434
35.08245336536918,-106.63734334186168
35.082686484163084,-106.64811781502482
35.08285452989566,-106.64096755851196
35.083543232343224,-106.63599528918596
35.082168089046,-106.7247737925381
35.08378311609149,-106.62607818198147
35.08420726890048,-106.6150158196038
35.083648402126805,-106.65534012747932
35.0839139591894,-106.64920709102805
35.08459778876222,-106.6351853697582
35.08280090080257,-106.74580323824537
35.08630424036918,-106.50605220073265
35.08417467354221,-106.65129449047424
35.08428113281511,-106.65246960002331
35.08452915670778,-106.65360305849417
35.08484304196709,-106.6548225230606
35.086542253170144,-106.51493447408005
35.08410784165329,-106.69058628257045
35.086611820584814,-106.51797858361093
35.08489787227127,-106.63683961937424
35.08518177243178,-106.64566792207708
35.08700020486316,-106.53245340870698
35.087003419743176,-106.53702812707328
35.0868575246816,-106.58613134750588
35.08592838312023,-106.63584316043881
35.0869393212406,-106.56853737809914
35.0870615755618,-106.55237380327713
35.08696438134029,-106.55938672638592
35.086852425046814,-106.59088684171988
35.08697209382022,-106.57511510400506
35.08601211826707,-106.64403900398494
35.08580391693419,-106.65614642117139
35.08549780280899,-106.68474763385888
35.08575255169301,-106.67458776365918
35.088009249197434,-106.5295932526148
35.08664602873194,-106.61818374187334
35.0865442785313,-106.62552539575285
35.08509005438662,-106.7465509817512
35.08703271806143,-106.59511878479464
35.085876626137384,-106.71246035241549
35.08712074398546,-106.63548226683847
35.088847698515245,-106.53097850268686
35.0862345902813,-106.72758759743522
35.08757920088282,-106.64856108422046
35.08907302608347,-106.55054697953449
35.08884570470265,-106.56865631998264
35.086530581340284,-106.74702167477302
35.09009984177474,-106.49770751859396
35.088478973585204,-106.64707164913506
35.09108769233547,-106.48986262712205
35.088902460192614,-106.66382008238318
35.090067302166936,-106.62537003164965
35.091489750361156,-106.53250604237171
35.091283540208664,-106.55064184104056
35.0905150091894,-106.63540695178074
35.09089129773218,-106.6514784383198
35.09127620620075,-106.63407576691874
35.09164399555578,-106.63319939664801
35.09092802142442,-106.71050355982335
35.09090036195826,-106.67925571318972
35.091133438924984,-106.72974910801935
35.091688814687,-106.70053326397675
35.0945916285313,-106.4975984371507
35.094263634669886,-106.53258503772085
35.09263202154896,-106.64876225667382
35.09342294566613,-106.634034792077
35.09305432146976,-106.66885359872737
35.09218437447833,-106.7299162358394
35.094457718860355,-106.59519876865926
35.09412950995184,-106.67750575897408
35.094318478892454,-106.67038489457617
35.09692190838684,-106.50207964686868
35.095069262720706,-106.65203975586694
35.09412289269768,-106.72203111935035
35.09713180433493,-106.52446883304837
35.09852941607143,-106.48380118258447
35.09729374887358,-106.56863467311106
35.097896411918136,-106.53273174934196
35.096329393459065,-106.67836765894516
35.095751766813805,-106.72981647801522
35.09884238848314,-106.56869915042586
35.0998974276489,-106.56857018740988
35.09935268812199,-106.57747675375307
35.09866731918244,-106.64166381155594
35.09919293126003,-106.63134444331408
35.10035697116002,-106.58622490072965
35.09857171023274,-106.7054805924675
35.100520883918804,-106.57631835598625
35.101654239284656,-106.56603872268565
35.1015959576244,-106.56869424881512
35.101638599277685,-106.58190235719204
35.10168984776043,-106.58642579475136
35.101679722271264,-106.59522004249251
35.10010885553878,-106.70701418450248
35.099929898715885,-106.71821932138799
35.10173722295345,-106.604099044571
35.10182402491974,-106.63040568440125
35.10346072356334,-106.57745126106548
35.103429724959874,-106.57968792513073
35.10363513239125,-106.59588702977139
35.10378449373612,-106.5941438736339
35.10499885798555,-106.51532374978899
35.10430170397271,-106.59493874512114
35.103494640529696,-106.64665741741399
35.10378080369181,-106.6325236299073
35.10522968760138,-106.53294552197596
35.10418435040128,-106.62946201858504
35.103953643190394,-106.67055265425657
35.103081475882824,-106.70578152803766
35.10284489253611,-106.72610886517802
35.10467130421348,-106.60409741422917
35.105913031902084,-106.52427307885662
35.10537833784215,-106.58084535828829
35.105302977447835,-106.58783260143339
35.10599462275281,-106.54444177533223
35.104735981420546,-106.63851438203842
35.105753839687715,-106.60411703210679
35.10537315176565,-106.63648345880618
35.10528378999925,-106.63725738868747
35.10382892479936,-106.73001765576122
35.105476694057046,-106.65764809114698
35.104383682343496,-106.70953167795611
35.10560263013644,-106.63135099643719
35.10594465613965,-106.60992952569555
35.10519205605939,-106.67074635391401
35.1059526961878,-106.62889124037737
35.105865596629215,-106.64494671313277
35.10719403038887,-106.56868131425898
35.10596844871589,-106.66358133267832
35.10709204851525,-106.5955373344073
35.10640376809791,-106.64194234372398
35.10715818467094,-106.59402233811507
35.10674612166934,-106.62375421004504
35.10637860601926,-106.65027182555013
35.10638672438356,-106.65832677522911
35.10696698246388,-106.61433223025206
35.10702719289727,-106.6197587414207
35.106120352203135,-106.69155903825963
35.105930423432376,-106.69327762377267
35.108774753451044,-106.51972155273477
35.1063720837805,-106.69463278098084
35.10875533844302,-106.52437938980391
35.10861077944001,-106.56530165558173
35.108759380278634,-106.53119938004781
35.10874967391759,-106.53300931171991
35.106373694068616,-106.70444505893008
35.108952674324016,-106.54580540908026
35.1090121269881,-106.54986747393792
35.10898685983146,-106.55978582119425
35.108861763637584,-106.56870634342894
35.10887784390048,-106.57090869675433
35.10891112857249,-106.58649920676902
35.10897109049734,-106.60406573118546
35.10894338463082,-106.59874941351462
35.10888785614377,-106.61513249437145
35.10896335058186,-106.607079713158
35.10886176011116,-106.62033375535876
35.10831654237454,-106.65855600509171
35.10886789839486,-106.62373785899307
35.109418338322634,-106.6361331364327
35.109819135261716,-106.63963432102409
35.11005989783306,-106.64195379845785
35.11210029294502,-106.54529357871985
35.10972626942215,-106.73116577059233
35.111482197592295,-106.6533236336509
35.11200583760032,-106.65788170760324
35.11220013017762,-106.70745251336733
35.114301234005765,-106.57753017535207
35.115470906421606,-106.49750967033587
35.11611348527287,-106.52434832862707
35.115991992495985,-106.53311448251306
35.11609538053772,-106.54193951394699
35.11407502716693,-106.69748641041309
35.11619876857945,-106.5507645453809
35.116188001190544,-106.56292371354613
35.11618927681577,-106.56413043077745
35.114399453563806,-106.70168333426749
35.11618923984751,-106.577507857271
35.116172862158905,-106.581946540493
35.116248259189405,-106.5862772824259
35.11624337813932,-106.59157138094103
35.11581898361998,-106.6253147610737
35.1162662747191,-106.59800528451733
35.11627300449438,-106.6040336509484
35.11547175740369,-106.70131476807511
35.116132871001064,-106.63417034427279
35.11678407845104,-106.63555419063799
35.116852001364364,-106.65670907942577
35.11815887259483,-106.65619229413784
35.12038913896468,-106.50897158595374
35.117669993739966,-106.72796679243858
35.119247345224714,-106.62392595695601
35.12006863587585,-106.64128441845803
35.122212216452645,-106.59564693779404
35.12325836460674,-106.53319136262533
35.121294737600316,-106.67487432480755
35.12191512508026,-106.6529098763514
35.123398142102324,-106.55086893791702
35.12221623092357,-106.6742483862263
35.12306291956518,-106.60122771279183
35.122973184597434,-106.60254063296017
35.122473694261636,-106.65494768106153
35.12199141560995,-106.6962598168837
35.1234950079053,-106.60405492478165
35.12354461564399,-106.6069894873237
35.12349415851525,-106.6080652903616
35.12355521833868,-106.6094814359503
35.12365016685598,-106.62031125561536
35.1235767774077,-106.62095375855338
35.12355500995184,-106.62252436112462
35.12500092315409,-106.58007884176676
35.12387777010433,-106.66763243933748
35.12356638648435,-106.70157809869387
35.12382562969502,-106.726763092499
35.124831429173355,-106.67373276839217
35.125719309149275,-106.61943985621255
35.12531701348314,-106.71034945284522
35.128415526043334,-106.50632212805233
35.128380425119325,-106.53320330754687
35.12872625609952,-106.5685830838908
35.129640317494925,-106.5269786861511
35.12829776832583,-106.63541157650796
35.1302709832943,-106.53325755504245
35.130688186035314,-106.48564807345483
35.130834805437395,-106.51212933767722
35.13053603164281,-106.51570034254341
35.12935959715088,-106.61408040605679
35.13029323578329,-106.55107784276989
35.12978190373194,-106.59989428354
35.130587390136036,-106.5597675781943
35.130252367611504,-106.61324595115934
35.130653540972816,-106.56843097710684
35.13059429747191,-106.57058981683882
35.13067913402889,-106.57749643429295
35.130782522070625,-106.58632146572687
35.130734252528086,-106.59306126434394
35.13067264261637,-106.60402059233589
35.133377942215084,-106.61075548934222
35.13470292857143,-106.61286198540705
35.13505668707865,-106.61664974962545
35.13646743274478,-106.5441719750358
35.13464766163724,-106.70153097982704
35.13760547479936,-106.49788472081498
35.13685912934149,-106.60229815583673
35.13721156455323,-106.63231806019932
35.138031027808985,-106.63654205563307
35.13841852439807,-106.6411524645955
35.13993417676565,-106.5773901445162
35.13811449486356,-106.70542996189612
35.13929440425361,-106.64960787968984
35.14113838471108,-106.51981483153271
35.14090763061618,-106.5952521344772
35.14184116733547,-106.58635746556291
35.142166398876405,-106.59546052839191
35.14121906816425,-106.65886202106987
35.141538120505615,-106.66033497405158
35.1429445785313,-106.666333904355
35.14508795832664,-106.5247090019035
35.146117327006415,-106.5155756851296
35.145995745024074,-106.55366102642692
35.14492675774478,-106.69267489250892
35.14789136063403,-106.5862478992246
35.1475828334996,-106.63937173727237
35.14834487467897,-106.68380407389537
35.14793820144462,-106.71640402647611
35.148316675280896,-106.69235270956867
35.1518057217496,-106.49271663989109
35.15124447279293,-106.53972677573913
35.150513253130015,-106.61528578926456
35.15121621416532,-106.62319004847208
35.1535627817817,-106.48644622602305
35.15238897700642,-106.58742545018337
35.15106446071534,-106.68470146763691
35.15285056035313,-106.58343325282796
35.1532748323435,-106.5886471526873
35.15430091035313,-106.52438274046237
35.15212675557785,-106.71708275655817
35.15335481532905,-106.6382446134978
35.15395593695826,-106.68280971399618
35.15644442504013,-106.58793736142839
35.155560267495986,-106.69407324353456
35.15738619848941,-106.58682968993492
35.15819430854735,-106.55612898182959
35.15967038655698,-106.52453484917454
35.15934378551364,-106.57741307515445
35.16036980429374,-106.5880632999892
35.16705187993579,-106.72475153203713
35.171178555096304,-106.49213607963244
35.171056617142455,-106.58406592353897
35.17336790110206,-106.5844239354163
35.17310712065221,-106.58336119102105
